910,1,1.62,0.2,1.62,1
910,1,10.26,0.2,10.26,1
910,1,8.24,1,7.97,1
910,1,7.99,0.8,7.961,1
910,0,-0.96,1,-1.23,1
910,0,0.63,0.5,0.62974,1
910,1,1.45,0.2,1.45,1
910,1,10.55,0.2,10.55,1
910,1,10.22,0.5,10.22,1
910,1,7.33,0.8,7.301,1
910,1,7.47,0.8,7.441,1
910,1,7.95,1,7.68,1
910,0,-1.22,1,-1.49,1
910,0,-0.16,0.8,-0.18899,1
910,0,0.62,0.8,0.59101,1
910,1,1.51,0.2,1.51,1
910,1,10.12,0.5,10.12,1
910,1,9.99,0.2,9.99,1
910,1,8.07,1,7.8,1
910,1,7.96,0.8,7.931,1
910,0,-1.26,1,-1.53,1
910,0,0.84,0.5,0.83974,1
910,1,1.33,0.2,1.33,1
910,1,9.24,0.2,9.24,1
910,1,10.12,0.5,10.12,1
910,1,7.48,0.8,7.451,1
910,1,7.22,1,6.95,1
910,0,-1.15,1,-1.42,1
910,0,-0.54,0.8,-0.56899,1
910,0,0.92,0.5,0.91974,1
910,0,0.99,0.2,0.99,1
910,1,1.54,0.2,1.54,1
910,1,10.08,0.2,10.08,1
910,1,9.34,0.5,9.3397,1
910,1,7.78,0.8,7.751,1
910,1,8.16,1,7.89,1
910,0,-1.08,1,-1.35,1
910,0,0.48,0.8,0.45101,1
910,1,1.45,0.2,1.45,1
910,1,10.13,0.2,10.13,1
910,1,10.4,0.5,10.4,1
910,1,7.33,1,7.06,1
910,0,-1.95,1,-2.22,1
910,0,-1.77,1,-2.04,2
910,0,-0.08,0.8,-0.10899,2
910,1,1.43,0.5,1.4297,2
910,1,9.4,0.2,9.4,2
910,1,9.38,0.5,9.3797,2
910,1,7.16,0.8,7.131,2
910,0,-2,1,-2.27,2
910,0,-0.64,0.8,-0.66899,2
910,0,0.83,0.2,0.83,2
910,1,1.75,0.5,1.7497,2
910,1,9.99,0.2,9.99,2
910,1,9.61,0.5,9.6097,2
910,1,8.12,0.8,8.091,2
910,1,7.99,1,7.72,2
910,0,-1.86,0.8,-1.889,2
910,0,-0.12,0.8,-0.14899,2
910,0,0.45,0.5,0.44974,2
910,1,1.67,0.5,1.6697,2
910,0,0.99,0.2,0.99,2
910,1,10.11,0.5,10.11,2
910,1,9.75,0.2,9.75,2
910,1,10.15,0.5,10.15,2
910,1,9.89,0.2,9.89,2
910,1,7.4,0.8,7.371,2
910,1,8.19,1,7.92,2
910,0,-0.22,0.8,-0.24899,2
910,0,-0.44,1,-0.71,2
910,1,1.79,0.2,1.79,2
910,1,9.8,0.5,9.7997,2
910,1,10.1,0.2,10.1,2
910,1,10.25,0.5,10.25,2
910,1,8.15,1,7.88,2
910,1,7.05,0.8,7.021,2
910,0,-1.15,0.8,-1.179,2
910,0,-1.3,1,-1.57,2
910,0,0.75,0.5,0.74974,2
910,1,1.69,0.2,1.69,2
910,1,9.97,0.5,9.9697,2
910,1,10.07,0.2,10.07,2
910,1,8.29,1,8.02,2
910,1,7.96,0.8,7.931,2
910,0,-0.85,1,-1.12,2
910,0,0.52,0.8,0.49101,2
910,1,1.73,0.5,1.7297,2
910,1,9.78,0.2,9.78,2
910,1,10.16,0.5,10.16,2
910,1,8.87,0.8,8.841,2
910,0,-0.46,1,-0.73,2
910,0,0.62,0.8,0.59101,2
910,0,0.84,0.5,0.83974,2
910,0,0.78,0.2,0.78,2
910,1,10.25,0.2,10.25,2
910,1,9.24,0.2,9.24,2
910,1,8.13,1,7.86,2
910,1,8.08,0.8,8.051,2
910,1,7.25,0.8,7.221,2
910,0,-1.67,0.8,-1.699,2
910,0,0.84,0.5,0.83974,2
910,1,1.74,0.5,1.7397,2
910,1,9.66,0.5,9.6597,2
910,1,9.99,0.2,9.99,2
910,1,7.09,0.8,7.061,2
910,1,8.12,1,7.85,2
910,0,-1.55,1,-1.82,2
910,0,-0.52,0.8,-0.54899,2
910,0,0.92,0.2,0.92,2
910,1,9.95,0.2,9.95,2
910,1,10.47,0.5,10.47,2
910,1,8.33,1,8.06,2
910,1,7.22,0.8,7.191,2
910,1,7.55,1,7.28,2
910,0,-1.55,0.8,-1.579,2
910,0,-0.37,1,-0.64,2
910,0,1.04,0.5,1.0397,2
910,1,9.99,0.2,9.99,2
910,1,9.24,0.5,9.2397,2
910,1,7.92,1,7.65,2
910,1,8.08,1,7.81,2
910,0,-1.06,1,-1.33,2
910,0,-0.35,0.8,-0.37899,2
910,1,9.47,0.2,9.47,1
910,1,9.98,0.5,9.9797,1
910,1,7.19,0.5,7.1897,1
910,1,7.22,0.5,7.2197,1
910,0,-0.92,1,-1.19,1
910,0,-0.31,0.8,-0.33899,1
910,0,0.41,0.5,0.40974,1
910,1,1.74,0.5,1.7397,1
910,1,1.14,0.2,1.14,1
910,1,9.78,0.2,9.78,1
910,1,9.99,0.5,9.9897,1
910,1,7.43,1,7.16,1
910,0,-1.51,1,-1.78,1
910,0,0.76,0.8,0.73101,1
910,0,0.83,0.5,0.82974,1
910,1,1.2,0.5,1.1997,1
910,1,1.77,0.2,1.77,1
910,1,10.1,0.2,10.1,1
910,1,9.55,0.5,9.5497,1
910,1,7.88,0.8,7.851,1
910,1,8.9,1,8.63,1
910,1,7.22,0.8,7.191,1
910,0,-0.37,1,-0.64,1
910,0,0.55,0.8,0.52101,1
910,2,1.01,0.2,1.01,1
910,1,9.34,0.2,9.34,1
910,1,10.18,0.5,10.18,1
910,1,8.16,0.8,8.131,1
910,1,7.97,0.8,7.941,1
910,0,-0.81,0.8,-0.83899,1
910,1,1.65,0.5,1.6497,1
910,1,1.94,0.2,1.94,1
910,1,10.99,0.5,10.99,1
910,1,9.52,0.2,9.52,1
910,1,8.26,1,7.99,1
910,1,8.24,0.8,8.211,1
910,0,-0.05,1,-0.32,1
910,0,0.15,0.8,0.12101,1
910,0,0.52,0.5,0.51974,1
910,1,1.65,0.2,1.65,1
910,1,10.11,0.5,10.11,1
910,1,9.57,0.2,9.57,1
910,1,9.25,0.5,9.2497,1
910,1,7.86,0.8,7.831,1
910,1,8.02,0.8,7.991,1
910,1,7.62,1,7.35,1
910,0,-1.96,1,-2.23,1
910,0,0.63,0.5,0.62974,1
910,1,1.19,0.2,1.19,1
910,1,9.21,0.2,9.21,1
910,1,9.19,0.5,9.1897,1
910,1,7.86,1,7.59,1
910,1,7.66,0.8,7.631,1
910,0,-0.22,1,-0.49,1
910,0,0.84,0.8,0.81101,1
910,1,1.62,0.8,1.591,1
910,1,1.09,0.2,1.09,1
910,1,10.24,0.2,10.24,1
910,1,9.67,0.5,9.6697,1
910,1,7.84,0.8,7.811,1
910,1,8.05,1,7.78,1
910,0,-1.26,1,-1.53,1
910,0,-0.16,0.5,-0.16026,1
910,0,0.99,0.2,0.99,1
910,1,1.27,0.2,1.27,1
910,1,10.08,0.2,10.08,1
910,1,9.94,0.5,9.9397,1
910,1,7.26,0.8,7.231,1
910,1,7.78,1,7.51,1
910,0,-1.15,1,-1.42,1
910,0,-0.54,0.8,-0.56899,1
910,0,0.92,0.5,0.91974,1
910,1,1.54,0.2,1.54,1
910,1,9.92,0.2,9.92,1
910,1,7.27,0.5,7.2697,1
910,1,7.55,1,7.28,1
910,0,-1.95,1,-2.22,1
910,0,-0.11,0.8,-0.13899,1
910,0,0.92,0.2,0.92,1
910,1,1.74,0.5,1.7397,1
911,1,9.33,0.2,9.3113,1
911,1,10.4,0.5,9.9712,1
911,1,7.79,0.8,5.6502,1
911,0,-2,1,-6.59,1
911,0,-0.03,0.8,-2.1698,1
911,0,1.28,0.5,0.85117,1
911,1,9.97,0.2,9.9513,1
911,1,9.62,0.5,9.1912,1
911,0,8.15,0.8,6.0102,1
911,1,7.82,0.2,7.8013,1
911,0,-0.2,1,-4.79,1
911,0,-0.8,0.8,-2.9398,1
911,1,0.6,0.2,0.58132,1
911,1,1.27,0.5,0.84117,1
911,1,9.25,0.2,9.2313,1
911,1,10.24,0.2,10.221,1
911,1,8.13,1,3.54,1
911,1,7.98,0.5,7.5512,1
911,1,7.25,0.2,7.2313,1
911,0,-1.35,0.8,-3.4898,1
911,0,-0.85,1,-5.44,1
911,0,0.52,0.2,0.50132,1
911,0,0.95,0.5,0.52117,1
911,1,10.75,1,6.16,1
911,1,10.15,0.8,8.0102,1
911,1,9.89,0.2,9.8713,1
911,0,7.4,1,2.81,1
911,1,7.19,0.2,7.1713,1
911,0,-0.22,0.8,-2.3598,1
911,0,-0.44,1,-5.03,1
911,1,1.69,0.2,1.6713,1
911,1,9.8,0.5,9.3712,1
911,1,10.1,0.5,9.6712,1
911,1,10.25,0.8,8.1102,1
911,1,8.15,0.2,8.1313,1
911,1,7.05,0.5,6.6212,1
911,0,-1.15,0.8,-3.2898,1
911,0,-1.3,1,-5.89,1
911,1,1.75,0.5,1.3212,1
911,0,0.89,0.2,0.87132,1
911,1,9.05,0.5,8.6212,1
911,1,9.97,0.2,9.9513,1
911,1,8.29,0.5,7.8612,1
911,1,7.96,0.8,5.8202,1
911,0,-1.55,1,-6.14,1
911,0,-0.52,0.8,-2.6598,1
911,0,0.92,0.2,0.90132,1
911,1,9.78,0.5,9.3512,1
911,1,10.16,0.8,8.0202,1
911,1,7.34,0.5,6.9112,1
911,1,8.08,1,3.49,1
911,0,-1.46,0.8,-3.5998,1
911,0,-0.01,0.5,-0.43883,1
911,0,0.92,0.5,0.49117,1
911,0,1.46,1,-3.13,1
911,0,0.85,0.5,0.42117,1
911,1,10.22,0.5,9.7912,1
911,1,9.48,0.2,9.4613,1
911,2,7.92,1,3.33,1
911,1,8.12,0.8,5.9802,1
911,0,-1.67,0.8,-3.8098,1
911,2,0.84,0.2,0.82132,1
911,1,1.74,0.5,1.3112,1
911,1,9.66,0.5,9.2312,1
911,1,9.99,0.2,9.9713,1
911,1,7.09,0.8,4.9502,1
911,1,8.12,1,3.53,1
911,0,-0.46,1,-5.05,1
911,1,0.62,0.8,-1.5198,1
911,0,0.84,0.5,0.41117,1
911,1,0.78,0.2,0.76132,1
911,1,9.95,0.2,9.9313,1
911,1,10.47,0.5,10.041,1
911,1,8.33,1,3.74,1
911,1,7.22,0.8,5.0802,1
911,0,7.55,1,2.96,1
911,0,-1.55,0.8,-3.6898,1
911,0,-0.37,1,-4.96,1
911,1,1.04,0.5,0.61117,1
911,1,9.99,0.2,9.9713,1
911,0,-0.27,1,-4.86,2
911,0,-0.4,0.8,-2.5398,2
911,2,1.2,0.5,0.77117,2
911,0,0.8,0.2,0.78132,2
911,1,10.37,0.5,9.9412,2
911,1,9.25,0.2,9.2313,2
911,1,7.17,0.5,6.7412,2
911,1,7.33,0.5,6.9012,2
911,0,-1.92,1,-6.51,2
911,1,-0.31,0.8,-2.4498,2
911,0,0.74,0.5,0.31117,2
911,1,1.14,0.2,1.1213,2
911,1,10.1,0.2,10.081,2
911,1,9.55,0.5,9.1212,2
911,1,7.88,0.8,5.7402,2
911,1,7.9,1,3.31,2
911,1,7.22,1,2.63,2
911,0,-1.51,1,-6.1,2
911,0,-0.24,0.8,-2.3798,2
911,1,0.83,0.5,0.40117,2
911,2,1.2,0.2,1.1813,2
911,1,1.49,0.2,1.4713,2
911,1,9.78,0.2,9.7613,2
911,1,10.99,0.5,10.561,2
911,1,7.43,1,2.84,2
911,0,-0.05,1,-4.64,2
911,0,-0.85,0.8,-2.9898,2
911,1,0.52,0.5,0.091165,2
911,1,1.65,0.2,1.6313,2
911,1,9.83,0.2,9.8113,2
911,1,10.34,0.5,9.9112,2
911,1,8.68,0.8,6.5402,2
911,1,7.97,0.8,5.8302,2
911,0,7.52,1,2.93,2
911,0,-0.89,1,-5.48,2
911,0,0.19,0.8,-1.9498,2
911,1,1.65,0.5,1.2212,2
911,1,1.62,0.2,1.6013,2
911,1,10.26,0.2,10.241,2
911,0,8.24,1,3.65,2
911,1,7.99,0.8,5.8502,2
911,0,-0.96,1,-5.55,2
911,0,0.63,0.5,0.20117,2
911,0,1.45,0.2,1.4313,2
911,1,10.55,0.2,10.531,2
911,1,10.22,0.5,9.7912,2
911,1,7.33,0.8,5.1902,2
911,0,7.47,0.8,5.3302,2
911,0,7.95,1,3.36,2
911,0,-1.22,1,-5.81,2
911,0,-0.16,0.8,-2.2998,2
911,0,0.62,0.8,-1.5198,2
911,1,1.51,0.2,1.4913,2
911,1,10.12,0.5,9.6912,2
911,1,9.99,0.2,9.9713,2
911,1,8.07,1,3.48,2
911,1,7.96,0.8,5.8202,2
911,0,-1.26,1,-5.85,2
911,0,0.84,0.5,0.41117,2
911,1,1.33,0.2,1.3113,2
911,1,9.24,0.2,9.2213,2
911,1,10.12,0.5,9.6912,2
911,1,7.48,0.8,5.3402,2
911,0,7.22,1,2.63,2
911,0,-1.15,1,-5.74,2
911,0,-0.54,0.8,-2.6798,2
911,0,0.92,0.5,0.49117,2
911,1,0.99,0.2,0.97132,2
911,1,1.54,0.2,1.5213,2
911,1,10.08,0.2,10.061,2
911,1,9.34,0.5,8.9112,2
911,1,7.78,0.8,5.6402,2
911,0,8.16,1,3.57,2
911,0,-1.08,1,-5.67,2
911,0,0.48,0.8,-1.6598,2
911,1,1.45,0.2,1.4313,2
911,1,10.13,0.2,10.111,2
911,1,10.4,0.5,9.9712,2
911,1,7.33,1,2.74,2
911,0,-1.95,1,-6.54,2
911,0,-1.77,1,-6.36,1
911,0,-0.08,0.8,-2.2198,1
911,1,1.43,0.5,1.0012,1
911,1,9.4,0.2,9.3813,1
911,1,9.38,0.5,8.9512,1
911,0,7.16,0.8,5.0202,1
911,0,-2,1,-6.59,1
911,0,-0.64,0.8,-2.7798,1
911,2,0.83,0.2,0.81132,1
911,1,1.75,0.5,1.3212,1
911,1,9.99,0.2,9.9713,1
911,1,9.61,0.5,9.1812,1
911,1,8.12,0.8,5.9802,1
911,1,7.99,1,3.4,1
911,0,-1.86,0.8,-3.9998,1
911,0,-0.12,0.8,-2.2598,1
911,0,0.45,0.5,0.021165,1
911,0,1.67,0.5,1.2412,1
911,2,0.99,0.2,0.97132,1
911,1,10.11,0.5,9.6812,1
911,1,9.75,0.2,9.7313,1
911,1,10.15,0.5,9.7212,1
911,1,9.89,0.2,9.8713,1
911,0,7.4,0.8,5.2602,1
911,1,8.19,1,3.6,1
911,0,-0.22,0.8,-2.3598,1
911,0,-0.44,1,-5.03,1
911,0,1.79,0.2,1.7713,1
911,1,9.8,0.5,9.3712,1
911,1,10.1,0.2,10.081,1
911,1,10.25,0.5,9.8212,1
911,1,8.15,1,3.56,1
911,1,7.05,0.8,4.9102,1
911,0,-1.15,0.8,-3.2898,1
911,0,-1.3,1,-5.89,1
911,0,0.75,0.5,0.32117,1
911,1,1.69,0.2,1.6713,1
911,1,9.97,0.5,9.5412,1
911,1,10.07,0.2,10.051,1
911,1,8.29,1,3.7,1
911,1,7.96,0.8,5.8202,1
911,0,-0.85,1,-5.44,1
911,0,0.52,0.8,-1.6198,1
911,1,1.73,0.5,1.3012,1
911,1,9.78,0.2,9.7613,1
911,1,10.16,0.5,9.7312,1
911,1,8.87,0.8,6.7302,1
911,0,-0.46,1,-5.05,1
911,0,0.62,0.8,-1.5198,1
911,0,0.84,0.5,0.41117,1
911,2,0.78,0.2,0.76132,1
911,1,10.25,0.2,10.231,1
911,1,9.24,0.2,9.2213,1
911,1,8.13,1,3.54,1
911,0,8.08,0.8,5.9402,1
911,0,7.25,0.8,5.1102,1
911,0,-1.67,0.8,-3.8098,1
911,0,0.84,0.5,0.41117,1
911,1,1.74,0.5,1.3112,1
911,1,9.66,0.5,9.2312,1
911,1,9.99,0.2,9.9713,1
911,1,7.09,0.8,4.9502,1
911,1,8.12,1,3.53,1
911,1,-1.55,1,-6.14,1
911,0,-0.52,0.8,-2.6598,1
911,0,0.92,0.2,0.90132,1
911,1,9.95,0.2,9.9313,1
911,1,10.47,0.5,10.041,1
911,1,8.33,1,3.74,1
911,1,7.22,0.8,5.0802,1
911,1,7.55,1,2.96,1
911,0,-1.55,0.8,-3.6898,1
911,0,-0.37,1,-4.96,1
911,0,1.04,0.5,0.61117,1
911,1,9.99,0.2,9.9713,1
911,0,9.24,0.5,8.8112,1
911,0,7.92,1,3.33,1
911,0,8.08,1,3.49,1
911,0,-1.06,1,-5.65,1
911,0,-0.35,0.8,-2.4898,1
911,1,9.47,0.2,9.4513,2
911,1,9.98,0.5,9.5512,2
911,1,7.19,0.5,6.7612,2
911,1,7.22,0.5,6.7912,2
911,0,-0.92,1,-5.51,2
911,0,-0.31,0.8,-2.4498,2
911,2,0.41,0.5,-0.018835,2
911,1,1.74,0.5,1.3112,2
911,1,1.14,0.2,1.1213,2
911,1,9.78,0.2,9.7613,2
911,1,9.99,0.5,9.5612,2
911,0,7.43,1,2.84,2
911,0,-1.51,1,-6.1,2
911,2,0.76,0.8,-1.3798,2
911,0,0.83,0.5,0.40117,2
911,1,1.2,0.5,0.77117,2
911,1,1.77,0.2,1.7513,2
911,1,10.1,0.2,10.081,2
911,1,9.55,0.5,9.1212,2
911,1,7.88,0.8,5.7402,2
911,0,8.9,1,4.31,2
911,1,7.22,0.8,5.0802,2
911,1,-0.37,1,-4.96,2
911,2,0.55,0.8,-1.5898,2
911,1,1.01,0.2,0.99132,2
911,1,9.34,0.2,9.3213,2
911,1,10.18,0.5,9.7512,2
911,1,8.16,0.8,6.0202,2
911,1,7.97,0.8,5.8302,2
911,0,-0.81,0.8,-2.9498,2
911,1,1.65,0.5,1.2212,2
911,0,1.94,0.2,1.9213,2
911,1,10.99,0.5,10.561,2
911,1,9.52,0.2,9.5013,2
911,1,8.26,1,3.67,2
911,1,8.24,0.8,6.1002,2
911,0,-0.05,1,-4.64,2
911,0,0.15,0.8,-1.9898,2
911,0,0.52,0.5,0.091165,2
911,1,1.65,0.2,1.6313,2
911,1,10.11,0.5,9.6812,2
911,1,9.57,0.2,9.5513,2
911,1,9.25,0.5,8.8212,2
911,1,7.86,0.8,5.7202,2
911,1,8.02,0.8,5.8802,2
911,1,7.62,1,3.03,2
911,0,-1.96,1,-6.55,2
911,2,0.63,0.5,0.20117,2
911,1,1.19,0.2,1.1713,2
911,1,9.21,0.2,9.1913,2
911,1,9.19,0.5,8.7612,2
911,1,7.86,1,3.27,2
911,0,7.66,0.8,5.5202,2
911,0,-0.22,1,-4.81,2
911,0,0.84,0.8,-1.2998,2
911,1,1.62,0.8,-0.51984,2
911,1,1.09,0.2,1.0713,2
911,1,10.24,0.2,10.221,2
911,1,9.67,0.5,9.2412,2
911,1,7.84,0.8,5.7002,2
911,1,8.05,1,3.46,2
911,0,-1.26,1,-5.85,2
911,0,-0.16,0.5,-0.58883,2
911,1,0.99,0.2,0.97132,2
911,1,1.27,0.2,1.2513,2
911,1,10.08,0.2,10.061,2
911,1,9.94,0.5,9.5112,2
911,1,7.26,0.8,5.1202,2
911,1,7.78,1,3.19,2
911,1,-1.15,1,-5.74,2
911,0,-0.54,0.8,-2.6798,2
911,2,0.92,0.5,0.49117,2
911,1,1.54,0.2,1.5213,2
911,0,9.92,0.2,9.9013,2
911,1,7.27,0.5,6.8412,2
911,1,7.55,1,2.96,2
911,0,-1.95,1,-6.54,2
911,0,-0.11,0.8,-2.2498,2
911,0,0.92,0.2,0.90132,2
911,1,1.74,0.5,1.3112,2
912,1,9.33,0.2,9.33,1
912,1,10.4,0.5,10.394,1
912,2,7.79,0.8,7.1896,1
912,0,-2,1,-7.3,1
912,0,-0.03,0.8,-0.63039,1
912,1,1.28,0.5,1.2739,1
912,1,9.97,0.2,9.97,1
912,1,9.62,0.5,9.6139,1
912,1,8.15,0.8,7.5496,1
912,1,7.82,0.2,7.82,1
912,0,-0.2,1,-5.5,1
912,0,-0.8,0.8,-1.4004,1
912,0,0.6,0.2,0.6,1
912,1,1.27,0.5,1.2639,1
912,1,9.25,0.2,9.25,1
912,1,10.24,0.2,10.24,1
912,1,8.13,1,2.83,1
912,1,7.98,0.5,7.9739,1
912,1,7.25,0.2,7.25,1
912,0,-1.35,0.8,-1.9504,1
912,0,-0.85,1,-6.15,1
912,0,0.52,0.2,0.52,1
912,0,0.95,0.5,0.94389,1
912,1,10.75,1,5.45,1
912,1,10.15,0.8,9.5496,1
912,1,9.89,0.2,9.89,1
912,1,7.4,1,2.1,1
912,1,7.19,0.2,7.19,1
912,0,-0.22,0.8,-0.82039,1
912,0,-0.44,1,-5.74,1
912,1,1.69,0.2,1.69,1
912,1,9.8,0.5,9.7939,1
912,1,10.1,0.5,10.094,1
912,1,10.25,0.8,9.6496,1
912,1,8.15,0.2,8.15,1
912,1,7.05,0.5,7.0439,1
912,0,-1.15,0.8,-1.7504,1
912,0,-1.3,1,-6.6,1
912,1,1.75,0.5,1.7439,1
912,0,0.89,0.2,0.89,1
912,1,9.05,0.5,9.0439,1
912,1,9.97,0.2,9.97,1
912,1,8.29,0.5,8.2839,1
912,1,7.96,0.8,7.3596,1
912,0,-1.55,1,-6.85,1
912,0,-0.52,0.8,-1.1204,1
912,0,0.92,0.2,0.92,1
912,1,9.78,0.5,9.7739,1
912,1,10.16,0.8,9.5596,1
912,1,7.34,0.5,7.3339,1
912,1,8.08,1,2.78,1
912,0,-1.46,0.8,-2.0604,1
912,0,-0.01,0.5,-0.016113,1
912,0,0.92,0.5,0.91389,1
912,0,1.46,1,-3.84,1
912,0,0.85,0.5,0.84389,1
912,1,10.22,0.5,10.214,1
912,1,9.48,0.2,9.48,1
912,1,7.92,1,2.62,1
912,1,8.12,0.8,7.5196,1
912,0,-1.67,0.8,-2.2704,1
912,0,0.84,0.2,0.84,1
912,1,1.74,0.5,1.7339,1
912,1,9.66,0.5,9.6539,1
912,1,9.99,0.2,9.99,1
912,1,7.09,0.8,6.4896,1
912,1,8.12,1,2.82,1
912,0,-0.46,1,-5.76,1
912,0,0.62,0.8,0.019609,1
912,0,0.84,0.5,0.83389,1
912,0,0.78,0.2,0.78,1
912,1,9.95,0.2,9.95,1
912,1,10.47,0.5,10.464,1
912,1,8.33,1,3.03,1
912,1,7.22,0.8,6.6196,1
912,1,7.55,1,2.25,1
912,0,-1.55,0.8,-2.1504,1
912,0,-0.37,1,-5.67,1
912,0,1.04,0.5,1.0339,1
912,1,9.99,0.2,9.99,1
912,0,-0.27,1,-5.57,2
912,0,-0.4,0.8,-1.0004,2
912,0,1.2,0.5,1.1939,2
912,0,0.8,0.2,0.8,2
912,1,10.37,0.5,10.364,2
912,1,9.25,0.2,9.25,2
912,1,7.17,0.5,7.1639,2
912,1,7.33,0.5,7.3239,2
912,0,-1.92,1,-7.22,2
912,0,-0.31,0.8,-0.91039,2
912,0,0.74,0.5,0.73389,2
912,1,1.14,0.2,1.14,2
912,1,10.1,0.2,10.1,2
912,1,9.55,0.5,9.5439,2
912,1,7.88,0.8,7.2796,2
912,1,7.9,1,2.6,2
912,1,7.22,1,1.92,2
912,0,-1.51,1,-6.81,2
912,0,-0.24,0.8,-0.84039,2
912,0,0.83,0.5,0.82389,2
912,1,1.2,0.2,1.2,2
912,1,1.49,0.2,1.49,2
912,1,9.78,0.2,9.78,2
912,1,10.99,0.5,10.984,2
912,1,7.43,1,2.13,2
912,1,-0.05,1,-5.35,2
912,0,-0.85,0.8,-1.4504,2
912,0,0.52,0.5,0.51389,2
912,1,1.65,0.2,1.65,2
912,1,9.83,0.2,9.83,2
912,1,10.34,0.5,10.334,2
912,1,8.68,0.8,8.0796,2
912,1,7.97,0.8,7.3696,2
912,1,7.52,1,2.22,2
912,0,-0.89,1,-6.19,2
912,0,0.19,0.8,-0.41039,2
912,1,1.65,0.5,1.6439,2
912,1,1.62,0.2,1.62,2
912,1,10.26,0.2,10.26,2
912,1,8.24,1,2.94,2
912,1,7.99,0.8,7.3896,2
912,1,-0.96,1,-6.26,2
912,0,0.63,0.5,0.62389,2
912,1,1.45,0.2,1.45,2
912,1,10.55,0.2,10.55,2
912,1,10.22,0.5,10.214,2
912,1,7.33,0.8,6.7296,2
912,1,7.47,0.8,6.8696,2
912,1,7.95,1,2.65,2
912,0,-1.22,1,-6.52,2
912,0,-0.16,0.8,-0.76039,2
912,0,0.62,0.8,0.019609,2
912,1,1.51,0.2,1.51,2
912,1,10.12,0.5,10.114,2
912,1,9.99,0.2,9.99,2
912,1,8.07,1,2.77,2
912,1,7.96,0.8,7.3596,2
912,0,-1.26,1,-6.56,2
912,0,0.84,0.5,0.83389,2
912,1,1.33,0.2,1.33,2
912,1,9.24,0.2,9.24,2
912,1,10.12,0.5,10.114,2
912,1,7.48,0.8,6.8796,2
912,1,7.22,1,1.92,2
912,0,-1.15,1,-6.45,2
912,0,-0.54,0.8,-1.1404,2
912,0,0.92,0.5,0.91389,2
912,0,0.99,0.2,0.99,2
912,1,1.54,0.2,1.54,2
912,1,10.08,0.2,10.08,2
912,1,9.34,0.5,9.3339,2
912,1,7.78,0.8,7.1796,2
912,1,8.16,1,2.86,2
912,0,-1.08,1,-6.38,2
912,0,0.48,0.8,-0.12039,2
912,1,1.45,0.2,1.45,2
912,1,10.13,0.2,10.13,2
912,1,10.4,0.5,10.394,2
912,1,7.33,1,2.03,2
912,0,-1.95,1,-7.25,2
912,0,-1.77,1,-7.07,1
912,0,-0.08,0.8,-0.68039,1
912,1,1.43,0.5,1.4239,1
912,1,9.4,0.2,9.4,1
912,1,9.38,0.5,9.3739,1
912,1,7.16,0.8,6.5596,1
912,0,-2,1,-7.3,1
912,0,-0.64,0.8,-1.2404,1
912,0,0.83,0.2,0.83,1
912,1,1.75,0.5,1.7439,1
912,1,9.99,0.2,9.99,1
912,1,9.61,0.5,9.6039,1
912,1,8.12,0.8,7.5196,1
912,1,7.99,1,2.69,1
912,0,-1.86,0.8,-2.4604,1
912,0,-0.12,0.8,-0.72039,1
912,0,0.45,0.5,0.44389,1
912,1,1.67,0.5,1.6639,1
912,0,0.99,0.2,0.99,1
912,1,10.11,0.5,10.104,1
912,1,9.75,0.2,9.75,1
912,1,10.15,0.5,10.144,1
912,1,9.89,0.2,9.89,1
912,1,7.4,0.8,6.7996,1
912,1,8.19,1,2.89,1
912,0,-0.22,0.8,-0.82039,1
912,0,-0.44,1,-5.74,1
912,1,1.79,0.2,1.79,1
912,1,9.8,0.5,9.7939,1
912,1,10.1,0.2,10.1,1
912,1,10.25,0.5,10.244,1
912,1,8.15,1,2.85,1
912,1,7.05,0.8,6.4496,1
912,0,-1.15,0.8,-1.7504,1
912,0,-1.3,1,-6.6,1
912,0,0.75,0.5,0.74389,1
912,1,1.69,0.2,1.69,1
912,1,9.97,0.5,9.9639,1
912,1,10.07,0.2,10.07,1
912,1,8.29,1,2.99,1
912,1,7.96,0.8,7.3596,1
912,0,-0.85,1,-6.15,1
912,0,0.52,0.8,-0.080391,1
912,1,1.73,0.5,1.7239,1
912,1,9.78,0.2,9.78,1
912,1,10.16,0.5,10.154,1
912,1,8.87,0.8,8.2696,1
912,0,-0.46,1,-5.76,1
912,0,0.62,0.8,0.019609,1
912,0,0.84,0.5,0.83389,1
912,0,0.78,0.2,0.78,1
912,1,10.25,0.2,10.25,1
912,1,9.24,0.2,9.24,1
912,1,8.13,1,2.83,1
912,1,8.08,0.8,7.4796,1
912,1,7.25,0.8,6.6496,1
912,0,-1.67,0.8,-2.2704,1
912,0,0.84,0.5,0.83389,1
912,1,1.74,0.5,1.7339,1
912,1,9.66,0.5,9.6539,1
912,1,9.99,0.2,9.99,1
912,1,7.09,0.8,6.4896,1
912,1,8.12,1,2.82,1
912,0,-1.55,1,-6.85,1
912,0,-0.52,0.8,-1.1204,1
912,1,0.92,0.2,0.92,1
912,1,9.95,0.2,9.95,1
912,1,10.47,0.5,10.464,1
912,1,8.33,1,3.03,1
912,1,7.22,0.8,6.6196,1
912,1,7.55,1,2.25,1
912,0,-1.55,0.8,-2.1504,1
912,0,-0.37,1,-5.67,1
912,1,1.04,0.5,1.0339,1
